control_number,announcement_number,position_title,hiring_agency_name,hiring_department_name,job_series,minimum_grade,maximum_grade,position_open_date,position_close_date,minimum_salary,maximum_salary,work_schedule,telework_eligible,supervisory_status
654379400,NEAD226593920634,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-05-16,2022-05-20,126233.0,176300.0,Full-time,N,Y
653538600,22-HUD-1482-P,IT Program Manager (Applications Software) (Senior Product Owner),Government National Mortgage Association (Ginnie Mae),Department of Housing and Urban Development,2210,15,15,2022-05-11,2022-05-23,148484.0,176300.0,Full-time,N,N
653781700,22-DO-427,Senior Product Manager,"Treasury, Departmental Offices",Department of the Treasury,0301,60,60,2022-05-11,2022-05-25,141507.0,223363.0,Full-time,N,N
653784000,22-DO-428-P,Senior Product Manager,"Treasury, Departmental Offices",Department of the Treasury,0301,60,60,2022-05-11,2022-05-25,141507.0,223363.0,Full-time,N,N
653256300,NEAD226403327161,PROGRAM MANAGER (DEPUTY PRODUCT LEAD ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-05-09,2022-05-19,126233.0,176300.0,Full-time,N,Y
651450200,NEAD226600118536HW,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-05-02,2022-05-06,126233.0,176300.0,Full-time,N,Y
650953300,CMS-OEDA-22-11474893-ST,Product Development Specialist (Product Manager),Centers for Medicare & Medicaid Services,Department of Health and Human Services,0301,13,13,2022-04-27,2022-05-06,106823.0,138868.0,Full-time,N,N
650967000,NEAD226566846435,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-04-27,2022-05-03,111521.0,170532.0,Full-time,N,Y
650530400,22-CFPB-232-P,IT Specialist (Technical Product Manager),Consumer Financial Protection Bureau,Other Agencies and Independent Organizations,2210,53,53,2022-04-22,2022-05-02,94364.0,195665.0,Full-time,N,N
650539700,22-CFPB-231-MP,IT Specialist (Technical Product Manager),Consumer Financial Protection Bureau,Other Agencies and Independent Organizations,2210,53,53,2022-04-22,2022-05-02,94364.0,195665.0,Full-time,N,N
649936400,NEAD226414215149,ASSISTANT PRODUCT MANAGER,U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-04-20,2022-05-04,115599.0,176300.0,Full-time,N,N
649668700,NEAD226404108749,Program Manager (Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-04-19,2022-04-29,126233.0,176300.0,Full-time,N,Y
649023400,DH-22-CHI-OSEC-0184,IT Program Manager - Product Manager,Office of the Secretary of Labor,Department of Labor,2210,15,15,2022-04-18,2022-04-22,131178.0,176300.0,Full-time,N,N
649241900,SH-11452996,Business Product Manager,Social Security Administration,Other Agencies and Independent Organizations,0301,14,14,2022-04-18,2022-04-22,126233.0,164102.0,Full-time,N,N
648650300,NEAD226403002422HQ,Program Manager (Deputy Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-04-15,2022-04-25,126233.0,176300.0,Full-time,N,Y
648508800,HHS-CMS-SL-2022-11456027,Chief Product Officer,Centers for Medicare & Medicaid Services,Department of Health and Human Services,2210,00,00,2022-04-13,2022-04-27,135468.0,187300.0,Full-time,N,N
648369800,NEAD226340036985HW,PROGRAM MANAGER (PRODUCT LEAD ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-04-12,2022-04-26,115599.0,172236.0,Full-time,N,Y
646831600,22-ALS-010-DRS-DEU,Product Owner/Web Content Editor,"Offices, Boards and Divisions",Department of Justice,0301,13,14,2022-04-06,2022-06-02,106823.0,164102.0,Full-time,N,N
646832600,22-ALS-009-DRS-MPP,Product Owner/Web Content Editor,"Offices, Boards and Divisions",Department of Justice,0301,13,14,2022-04-06,2022-06-02,106823.0,164102.0,Full-time,N,N
647265800,22FASB271TJMP,Product Manager,Federal Acquisition Service,General Services Administration,0301,14,14,2022-04-06,2022-04-19,108885.0,141548.0,Full-time,N,N
646906600,NEAD225992466539HW,PROGRAM MANAGER (PRODUCT LEAD ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-04-05,2022-04-11,126233.0,176300.0,Full-time,N,Y
646765700,NEAD224751086478HW,Health Science Product Manager,United States Army Futures Command,Department of the Army,0601,3,3,2022-04-04,2022-04-11,106823.0,164102.0,Full-time,N,N
645621400,22-USMP-11418984-TS,Information Technology Specialist- Enterprise Data Product Owner,Securities and Exchange Commission,Other Agencies and Independent Organizations,2210,14,14,2022-03-29,2022-04-12,130364.0,220858.0,Full-time,N,N
642954400,NEAD225951837854,Program Manager (Deputy Product Manager Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-03-21,2022-03-25,122711.0,176300.0,Full-time,N,Y
642953500,NEAD225947446080,Program Manager (Deputy Product Manager Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-03-16,2022-03-23,126233.0,176300.0,Full-time,N,Y
643019400,22-136-DMM-DE,Digital Services Expert (Product Manager),Office of Personnel Management,Other Agencies and Independent Organizations,0301,14,14,2022-03-16,2022-03-30,111521.0,124764.0,Full-time,N,N
642587700,NEAD225889252452HW,PROGRAM MANAGER (PRODUCT LEAD ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-03-14,2022-03-28,115599.0,176300.0,Full-time,N,Y
641862300,22-BEP-145,PROGRAM MANAGER  (CURRENCY PRODUCT MANAGER),Bureau of Engraving and Printing,Department of the Treasury,0340,14,14,2022-03-10,2022-03-24,120619.0,164102.0,Full-time,N,N
642088400,CES-11417094-22MF,PRODUCT MANAGER,Defense Information Systems Agency,Department of Defense,0340,14,14,2022-03-10,2022-03-23,126233.0,164102.0,Full-time,N,N
639827600,NEAD225718458803,Program Manager (Deputy Product Manager Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-03-01,2022-03-11,115782.0,176300.0,Full-time,N,Y
639310600,req384,Product Manager,House of Representatives,Legislative Branch,2210,13,13,2022-02-24,2022-03-09,154039.0,173900.0,Full-time,N,N
635128000,NEAD2222222220858,Acquisition Key Billet Product Manager or Acquisition Director,U.S. Army Acquisition Support Center,Department of the Army,0340,14,14,2022-02-22,2022-04-22,95973.0,124764.0,Full-time,N,Y
637935600,ADAE225482572429HQ,Program Manager (Deputy Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-02-18,2022-02-24,115782.0,176300.0,Full-time,N,Y
638209600,ST-11393517-22-ALH,SUPERVISORY PROGRAM MANAGER (PRODUCT MANAGER),U.S. Marine Corps,Department of the Navy,0340,4,4,2022-02-18,2022-02-22,126233.0,176300.0,Full-time,N,Y
684962500,req382,Product Manager,House of Representatives,Legislative Branch,2210,13,13,2022-02-16,2022-03-09,154039.0,154039.0,Full-time,N,N
636728500,NEAD225479010252HW,Program Manager (Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-02-14,2022-02-18,126233.0,176300.0,Full-time,N,Y
636820300,SH-11389527,Business Product Manager - Title II Manual Computation,Social Security Administration,Other Agencies and Independent Organizations,0301,14,14,2022-02-14,2022-02-18,126233.0,164102.0,Full-time,N,N
637166900,NEAD225432968551,Program Manager (Deputy Product Manager Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-02-14,2022-02-22,126233.0,176300.0,Full-time,N,Y
635705800,NEAD225379958910,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2022-02-08,2022-02-14,126233.0,176300.0,Full-time,N,Y
635240500,NEAD223939508267HM,Health Science Product Manager,United States Army Futures Command,Department of the Army,0601,3,3,2022-02-04,2022-02-14,106823.0,164102.0,Full-time,N,N
630719700,NEAD214751083956,Health Science Product Manager,United States Army Futures Command,Department of the Army,0601,3,3,2022-01-12,2022-01-25,106823.0,164102.0,Full-time,N,N
627822700,NEAD214776896789,PRODUCT MANAGER (DEPUTY),U.S. Army Acquisition Support Center,Department of the Army,0301,4,4,2021-12-20,2022-01-03,112548.0,172102.0,Full-time,N,Y
626022800,NEAD214632998354,PROGRAM MANAGER (PRODUCT LEAD ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-12-09,2021-12-13,108885.0,166502.0,Full-time,N,Y
619072100,CMS-OHC-22-11275284-DE,Product Manager,Centers for Medicare & Medicaid Services,Department of Health and Human Services,0301,13,13,2021-11-01,2021-11-05,103690.0,134798.0,Full-time,N,N
619399400,VAR001756,Product Manager,Library of Congress,Legislative Branch,0301,14,14,2021-10-28,2021-11-29,122530.0,159286.0,Full-time,N,N
618695700,NEAD213939506281,Health Science Product Manager,United States Army Futures Command,Department of the Army,0601,3,3,2021-10-26,2021-11-04,79468.0,122077.0,Full-time,N,N
617624400,22-CFPB-11-MPA,Technical Product Manager,Consumer Financial Protection Bureau,Other Agencies and Independent Organizations,2210,53,53,2021-10-18,2021-10-26,94136.0,190187.0,Full-time,N,N
616757100,NEAD213730878793,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-10-08,2021-10-18,122530.0,172500.0,Full-time,N,Y
616287300,52505,Innovation Product Lead NF4,U.S. Marine Corps,Department of the Navy,1101,04,04,2021-10-04,2021-11-11,75000.0,90000.0,Full-time,N,N
615186000,ST-11235656-21-MML,SUPERVISORY PROGRAM MANAGER (PRODUCT MANAGER),U.S. Marine Corps,Department of the Navy,0340,4,4,2021-09-24,2021-09-27,122530.0,172500.0,Full-time,N,Y
614778300,NEAD213527090196HW,Program Manager (Deputy Product Manager Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-09-21,2021-09-27,122530.0,172500.0,Full-time,N,Y
614308600,NEAD21 3342412729,Program Manager (Deputy Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-09-16,2021-09-20,108885.0,166502.0,Full-time,N,Y
611275100,NEAD211070605443,Program Manager (Deputy Product Manager Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-08-19,2021-08-30,122530.0,172500.0,Full-time,N,Y
611397700,21FASB396ABGMP,Product Manager,Federal Acquisition Service,General Services Administration,0301,14,14,2021-08-19,2021-09-01,108885.0,172500.0,Full-time,N,N
610838600,NEAD212555551569,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-08-13,2021-08-23,122530.0,172500.0,Full-time,N,Y
610036800,NEAD212265565894,Health Science Product Manager,United States Army Futures Command,Department of the Army,0601,3,3,2021-08-10,2021-08-16,79468.0,122077.0,Full-time,N,N
609660900,CES-11189185-21MF,PRODUCT MANAGER,Defense Information Systems Agency,Department of Defense,0340,14,14,2021-08-03,2021-08-16,122530.0,159286.0,Full-time,N,N
609460600,NEAD212194794706,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-08-02,2021-08-09,108885.0,166502.0,Full-time,N,Y
609465300,NEAD212202986051,PROGRAM MANAGER (DEPUTY PRODUCT LEAD ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-08-02,2021-08-09,108885.0,166502.0,Full-time,N,Y
609365100,51208,Innovation Product Lead NF4,U.S. Marine Corps,Department of the Navy,1101,04,04,2021-07-30,2021-09-05,75000.0,90000.0,Full-time,N,N
608992800,NEAD211746252787,PROGRAM MANAGER (PRODUCT LEAD ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-07-28,2021-08-04,122530.0,172500.0,Full-time,N,Y
609122500,PTAB-2021-0022,IT PRODUCT MANAGER,Patent and Trademark Office,Department of Commerce,0301,15,15,2021-07-28,2021-08-11,144128.0,172500.0,Full-time,N,N
609124900,PTAB-2021-0020,IT PRODUCT MANAGER,Patent and Trademark Office,Department of Commerce,0301,15,15,2021-07-28,2021-08-11,144128.0,172500.0,Full-time,N,N
608804300,NEAD212104511129,Program Manager (Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-07-26,2021-08-05,112548.0,172102.0,Full-time,N,Y
608438100,NEAD211771177911,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-07-23,2021-08-05,112548.0,172102.0,Full-time,N,Y
607194800,NEAD211778227609,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-07-12,2021-07-27,112548.0,172102.0,Full-time,N,Y
606718300,NEAD211234562879,Program Manager (Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-07-07,2021-07-09,122500.0,172500.0,Full-time,N,Y
606440600,21-CFPB-240-P,IT Specialist (Technical Product Manager),Consumer Financial Protection Bureau,Other Agencies and Independent Organizations,2210,53,53,2021-07-01,2021-07-14,111199.0,169108.0,Full-time,N,N
606441900,21-CFPB-239-MP,IT Specialist (Technical Product Manager),Consumer Financial Protection Bureau,Other Agencies and Independent Organizations,2210,53,53,2021-07-01,2021-07-15,111199.0,169108.0,Full-time,N,N
605023300,NEAD211405868508,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-06-17,2021-06-25,108885.0,166502.0,Full-time,N,Y
604186000,NEAD211045511416DHA-MOD,Program Manager (Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-06-10,2021-06-14,122500.0,172500.0,Full-time,N,Y
603388300,NEAD211060284584,PROGRAM MANAGER (PRODUCT LEAD ACQUISITION),Army Tank-Automotive and Armament Command (TACOM),Department of the Army,0340,4,4,2021-06-09,2021-06-15,119562.0,172500.0,Full-time,N,N
603504700,NEAD211094263825,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-06-04,2021-06-10,122530.0,172500.0,Full-time,N,Y
600641500,21-DAS-11110600,Information Technology Specialist (Product Manager),Administrative Office of the U.S. Courts,Judicial Branch,2210,00,00,2021-06-03,2021-06-17,87198.0,163429.0,Full-time,N,N
601945800,NEAD210746399238,PROGRAM MANAGER (DEPUTY PRODUCT LEAD ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-05-19,2021-06-01,122530.0,172500.0,Full-time,N,Y
600442900,NEAD 21071848-6767,PROGRAM MANAGER (PRODUCT LEAD ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-05-05,2021-05-11,122530.0,172500.0,Full-time,N,Y
599622700,NEAD21058073-7343,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-05-03,2021-05-07,119562.0,172500.0,Full-time,N,Y
598510800,NEAD211111116521,Acquisition Key Billet - Product Manager or Acquisition Director,U.S. Army Acquisition Support Center,Department of the Army,0340,14,14,2021-04-28,2021-06-10,93907.0,122077.0,Full-time,N,Y
599434100,21-05,Product Owner,U.S. Tax Court,Judicial Branch,0301,14,15,2021-04-23,2021-07-23,93907.0,143598.0,Full-time,N,Y
599079500,NEAD210037944534,PROGRAM MANAGER (DEPUTY PRODUCT LEAD ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-04-22,2021-04-27,122530.0,172500.0,Full-time,N,Y
597724200,NEAD2100393926700,Program Manager (Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-04-08,2021-04-16,122530.0,172500.0,Full-time,N,Y
597100900,21-CFPB-169-MPA,Product Management Specialist,Consumer Financial Protection Bureau,Other Agencies and Independent Organizations,0301,53,53,2021-04-05,2021-04-14,111199.0,169108.0,Full-time,N,N
597106300,NGA-21-57,IT Specialist (Product Manager),National Gallery of Art,Other Agencies and Independent Organizations,2210,14,14,2021-04-02,2021-04-16,122530.0,159286.0,Full-time,N,N
596607700,NEAD210156190865,Program Manager (Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-03-29,2021-04-05,108885.0,166502.0,Full-time,N,Y
595974000,NEAD219733130196,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-03-22,2021-04-05,112548.0,172102.0,Full-time,N,N
595233500,21-140-DMB-DE,Digital Services Expert (Product Manager),Office of Personnel Management,Other Agencies and Independent Organizations,0301,14,14,2021-03-16,2021-03-26,108885.0,141548.0,Full-time,N,N
594593200,NEAD219927395754,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-03-12,2021-03-19,122530.0,172500.0,Full-time,N,Y
594415800,NEAD219612669422,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-03-08,2021-03-15,122530.0,172500.0,Full-time,N,Y
593805900,NEAD219712413440,Program Manager (Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-02-26,2021-03-03,108885.0,166502.0,Full-time,N,Y
591667900,NEAD218752813657DHA,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0301,3,3,2021-02-08,2021-02-22,80095.0,123816.0,Full-time,N,N
591203100,NEAD219005944181,Program Manager (Deputy Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-02-03,2021-02-17,112548.0,172102.0,Full-time,N,Y
590967300,NEAD21934857-8803,Program Manager (Deputy Product Manager Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2021-02-02,2021-02-08,122530.0,172500.0,Full-time,N,Y
589949300,NCKF209207850980,Product Manager,Defense Health Agency,Department of Defense,0301,4,4,2021-01-22,2021-01-28,122530.0,172500.0,Full-time,N,N
590158500,NEAD217857368345,PRODUCT MANAGER (DEPUTY),U.S. Army Acquisition Support Center,Department of the Army,0301,4,4,2021-01-22,2021-02-05,112548.0,172102.0,Full-time,N,Y
588314800,NEAD8624887616,PROGRAM MANAGER (DEPUTY PRODUCT LEAD ACQ),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-12-31,2021-01-14,111433.0,170403.0,Full-time,N,Y
585746500,NEAD207865807441,Program Manager (Deputy Product Manager Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-12-01,2020-12-08,121316.0,170800.0,Full-time,N,Y
585686000,NEAD208551218965,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-11-30,2020-12-22,111433.0,170403.0,Full-time,N,Y
585448000,NEAD20865453 3260,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-11-25,2020-12-02,121316.0,170800.0,Full-time,N,Y
584941600,NEAD207781764628,Deputy Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0301,4,4,2020-11-19,2020-12-04,111433.0,170403.0,Full-time,N,N
584598300,NEAD208068341531,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-11-17,2020-11-25,121316.0,170800.0,Full-time,N,Y
584267000,NEAD208047910888,DEPUTY PRODUCT MANAGER (ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-11-12,2020-11-20,121316.0,170800.0,Full-time,N,Y
583716900,NEAD20834692-8147DH,Program Manager (Deputy Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-11-06,2020-11-13,121316.0,170800.0,Full-time,N,Y
583357900,NEAD208003159262,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0301,3,3,2020-11-03,2020-11-17,79301.0,122592.0,Full-time,N,N
582791400,NEAD207812912798,PROGRAM MANAGER (PRODUCT LEAD ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-10-27,2020-11-02,107807.0,152175.0,Full-time,N,Y
582474500,NEAD206322705041DHA-MOD,Program Manager (Deputy Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-10-23,2020-10-26,121316.0,170800.0,Full-time,N,Y
581732700,NEAD207715387811HE,Product Management Engineer (ELECTRO OPTICS),U.S. Army Acquisition Support Center,Department of the Army,0801,3,3,2020-10-16,2020-10-20,86335.0,133465.0,Full-time,N,N
581566200,NEAD206647523990,Program Manager (Deputy Product Manager Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-10-14,2020-10-26,121316.0,170800.0,Full-time,N,Y
581283600,NEAD206975773257DHA-MOD,Program Manager (Deputy Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-10-09,2020-10-16,121316.0,170800.0,Full-time,N,Y
580834200,NEAD206812949246,ASSISTANT PRODUCT MANAGER,U.S. Army Acquisition Support Center,Department of the Army,0340,3,3,2020-10-06,2020-10-12,86335.0,133465.0,Full-time,N,N
580787300,NEAD2076842274044HQ,Program Manager (Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-10-05,2020-10-19,121316.0,170800.0,Full-time,N,Y
579169000,NEAD206634534004,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-09-18,2020-09-23,121316.0,170800.0,Full-time,N,Y
578119400,NEAD206192412179,Deputy Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0301,4,4,2020-09-08,2020-09-22,111433.0,170403.0,Full-time,N,N
577202400,20-CFPB-399-MP,Business Product Manager,Consumer Financial Protection Bureau,Other Agencies and Independent Organizations,0301,60,60,2020-08-27,2020-09-08,111684.0,203633.0,Full-time,N,N
577202700,20-CFPB-400-P,Business Product Manager,Consumer Financial Protection Bureau,Other Agencies and Independent Organizations,0301,60,60,2020-08-27,2020-09-08,111684.0,203633.0,Full-time,N,N
577376900,NCAD206109632683,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-08-27,2020-09-09,111433.0,170403.0,Full-time,N,N
576730900,CES-10893166-20MF,PRODUCT MANAGER,Defense Information Systems Agency,Department of Defense,0340,14,14,2020-08-20,2020-09-03,121316.0,157709.0,Full-time,N,N
576261200,NEAD205095995365,Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-08-14,2020-08-25,121316.0,170800.0,Full-time,N,Y
575523000,NEAD205326605914,DEPUTY PRODUCT LEAD (ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-08-06,2020-08-10,121316.0,170800.0,Full-time,N,Y
575593200,NEAD206154264005,Program Manager (Deputy Product Manager Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-08-06,2020-08-14,108328.0,165654.0,Full-time,N,Y
575326400,NEAD205973080978,Program Manager (Deputy Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-08-05,2020-08-19,111433.0,170403.0,Full-time,N,Y
574991300,ST-10879214-20-CM,SUPERVISORY PROGRAM MANAGER (PRODUCT MANAGER),U.S. Marine Corps,Department of the Navy,0340,4,4,2020-07-30,2020-08-03,121316.0,170800.0,Full-time,N,Y
574311200,NEAD205871912150DHA-MOD,Program Manager (Product Lead Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-07-24,2020-07-24,121316.0,170800.0,Full-time,N,Y
573541000,NEAD200000002501,Acquisition Key Billet-Product Manager or Acquisition Director,U.S. Army Acquisition Support Center,Department of the Army,0340,14,14,2020-07-15,2020-08-26,111433.0,157709.0,Full-time,N,Y
573577000,NEAD204893625262,Program Manager (Deputy Product Manager Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-07-15,2020-07-22,121316.0,170800.0,Full-time,N,Y
572944200,NEAD205068685973,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-07-09,2020-07-14,121316.0,170800.0,Full-time,N,N
572314800,NEAD204717351999,Deputy Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-07-01,2020-07-10,121316.0,170800.0,Full-time,N,Y
572098400,NEAD204926492514,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-06-30,2020-07-13,111433.0,170403.0,Full-time,N,N
572197600,MS-20-BOS-WHD-366,"Director, Division of Transformation and Product Management",Wage and Hour Division,Department of Labor,0301,15,15,2020-06-30,2020-07-13,142701.0,170800.0,Full-time,N,Y
571258800,SH-10839801,Supervisory Program Analyst (Chief Product Owner),Social Security Administration,Other Agencies and Independent Organizations,0343,15,15,2020-06-22,2020-06-26,142701.0,170800.0,Full-time,N,Y
570829300,NEAD204877339774,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-06-15,2020-06-26,111433.0,170403.0,Full-time,N,Y
569394300,NEAD20459277-7948,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-06-02,2020-06-08,118378.0,170800.0,Full-time,N,Y
569821900,NEAD204461717197,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-06-02,2020-06-11,111526.0,170545.0,Full-time,N,Y
569700600,43515,Product Lead - Innovation NF4,U.S. Marine Corps,Department of the Navy,1101,04,04,2020-06-01,2020-06-30,70000.0,85000.0,Full-time,N,N
569438800,NEAD204395109097,DEPUTY PRODUCT LEAD (ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-05-28,2020-06-01,107807.0,164858.0,Full-time,N,Y
568290800,NEAG204325426514HD,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,3,3,2020-05-15,2020-05-22,86335.0,133465.0,Full-time,N,N
566685000,CMS-OIT-20-10804292-DE,Product Management Specialist,Centers for Medicare & Medicaid Services,Department of Health and Human Services,0301,15,15,2020-04-28,2020-05-11,142701.0,170800.0,Full-time,N,N
566118800,NEAD203655994311EHA,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-04-21,2020-04-27,121316.0,170800.0,Full-time,N,Y
565515400,NEAD203650634846,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-04-14,2020-04-23,121316.0,170800.0,Full-time,N,Y
565022200,NEAD203650584617EA,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-04-08,2020-04-15,121316.0,170800.0,Full-time,N,Y
564915400,NEAD203622035218EA,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,3,3,2020-04-07,2020-04-13,86335.0,133465.0,Full-time,N,N
561960700,CMS-OEDA-20-10743166-DE,Product Manager,Centers for Medicare & Medicaid Services,Department of Health and Human Services,0301,13,13,2020-03-23,2020-03-27,102663.0,133465.0,Full-time,N,N
563553900,SCBK202743145455,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-03-23,2020-04-05,111433.0,170403.0,Full-time,N,N
