questionnaire_url,usajobs_control_number,position_title,announcement_number,hiring_agency,occupation_series,occupation_name,position_open_date,position_close_date,position_location,grade_code,position_schedule,extracted_from_file,extracted_date
https://apply.usastaffing.gov/ViewQuestionnaire/12761358,840348300,MOTOR VEHICLE OPERATOR,ST-12761358-25-KG,Department of Defense,5703,Motor Vehicle Operating,2025-07-09 12:40:31.717,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.939432
https://apply.usastaffing.gov/ViewQuestionnaire/12758464,840348400,Registered Respiratory Therapist,CBSZ-12758464-25-VW,Department of Veterans Affairs,0601,General Health Science,2025-07-09 12:40:36.440,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.939769
https://apply.usastaffing.gov/ViewQuestionnaire/12761424,840348500,Heavy Mobile Equipment Repairer,SDDE259289671424HWS,Department of the Army,5803,Heavy Mobile Equipment Mechanic,2025-07-11 00:00:00.000,2026-01-12T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.940002
https://apply.usastaffing.gov/ViewQuestionnaire/12759899,840348900,Pharmacy Technician,CAZM-12759899-25-KEH,Department of Veterans Affairs,0661,Pharmacy Technician,2025-07-11 00:00:00.000,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.940582
https://apply.usastaffing.gov/ViewQuestionnaire/12760174,840349000,AIRCRAFT ORDNANCE SYSTEMS MECHANIC,8L-ARTE-904744-12760174-CC,Department of the Air Force,6652,Aircraft Ordnance Systems Mechanic,2025-07-10 00:00:00.000,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.940895
https://apply.usastaffing.gov/ViewQuestionnaire/12761350,840349400,Human Resources Specialist,25-5CFSCN914124,Department of the Air Force,0201,Human Resources Management,2025-07-09 13:12:50.033,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.941111
https://apply.usastaffing.gov/ViewQuestionnaire/12761320,840349600,Nursing Assistant,CBTG-12761320-25-SS,Department of Veterans Affairs,0621,Nursing Assistant,2025-07-09 00:00:00.000,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.941420
https://apply.usastaffing.gov/ViewQuestionnaire/12756798,840349800,Health Technician,CBSZ-12756798-25-VW,Department of Veterans Affairs,0640,Health Aid And Technician,2025-07-09 12:51:00.307,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.941746
https://apply.usastaffing.gov/ViewQuestionnaire/12759868,840349900,Supervisory Biomedical Engineer - Chief Engineer,CBTC-12759868-25-SGP,Department of Veterans Affairs,0858,Bioengineering and Biomedical Engineering,2025-07-09 13:02:03.927,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.942016
https://apply.usastaffing.gov/ViewQuestionnaire/12757586,840350000,SUPERVISORY FINANCIAL MANAGEMENT ANALYST,ST-12757586-25-ABI,Department of the Navy,0501,Financial Administration And Program,2025-07-09 12:51:42.360,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.942285
https://apply.usastaffing.gov/ViewQuestionnaire/12757768,840350200,Nursing Assistant,CBSX-12757768-25-CRH,Department of Veterans Affairs,0621,Nursing Assistant,2025-07-09 12:55:29.647,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.942828
https://apply.usastaffing.gov/ViewQuestionnaire/12755571,840350500,ELECTRONICS MECHANIC (SMALL SHOP CHIEF),PA-12755571-AR-25-196,Department of the Army,2604,Electronics Mechanic,2025-07-09 12:52:45.797,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.943013
https://apply.usastaffing.gov/ViewQuestionnaire/12761305,840350600,Social Worker,CBTE-12761305-25-JM,Department of Veterans Affairs,0185,Social Work,2025-07-09 12:53:18.683,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.943286
https://apply.usastaffing.gov/ViewQuestionnaire/12755569,840350700,SMALL ARMS REPAIRER,PA-12755569-AR-25-194,Department of the Army,6610,Small Arms Repairing,2025-07-09 12:53:21.773,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.943476
https://apply.usastaffing.gov/ViewQuestionnaire/12761107,840350800,Supervisory Medical Support Assistant (MAS),CBTC-12761107-25-YAH,Department of Veterans Affairs,0679,Medical Support Assistance,2025-07-09 12:53:32.937,2025-07-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.943730
https://apply.usastaffing.gov/ViewQuestionnaire/12755566,840350900,OPTICAL INSTRUMENT REPAIRER,PA-12755566-AR-25-193,Department of the Army,3306,Optical Instrument Repairing,2025-07-09 12:53:55.830,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.943917
https://apply.usastaffing.gov/ViewQuestionnaire/12761289,840351000,Diagnostic Radiologic Technologist (MRI),CBSY-12761289-25-KW,Department of Veterans Affairs,0647,Diagnostic Radiologic Technologist,2025-07-09 12:53:59.233,2025-09-19T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.944185
https://apply.usastaffing.gov/ViewQuestionnaire/12758782,840351100,Social Worker (Program Coordinator MHICM),CBTA-12758782-25-ALD,Department of Veterans Affairs,0185,Social Work,2025-07-09 12:53:59.790,2025-07-24T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.944453
https://apply.usastaffing.gov/ViewQuestionnaire/12758239,840351200,Inventory Management Specialist,CBSU-12758239-25-RSH,Department of Veterans Affairs,2010,Inventory Management,2025-07-10 00:00:00.000,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.944765
https://apply.usastaffing.gov/ViewQuestionnaire/12757769,840351300,Nursing Assistant,CBSX-12757769-25-CRH,Department of Veterans Affairs,0621,Nursing Assistant,2025-07-09 12:54:31.200,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.945019
https://apply.usastaffing.gov/ViewQuestionnaire/12755538,840351400,MOTOR VEHICLE OPERATOR,PA-12755538-AR-25-181,Department of the Army,5703,Motor Vehicle Operating,2025-07-09 12:54:33.560,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.945261
https://apply.usastaffing.gov/ViewQuestionnaire/12760258,840351600,INFORMATION SECURITY SPECIALIST,KS-12760258-AF-25-142,Department of the Air Force,0080,Security Administration,2025-07-09 12:54:35.150,2025-08-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.945844
https://apply.usastaffing.gov/ViewQuestionnaire/12761133,840351700,Social Worker,CBTE-12761133-25-JM,Department of Veterans Affairs,0185,Social Work,2025-07-09 12:54:40.730,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.946129
https://apply.usastaffing.gov/ViewQuestionnaire/12755565,840351800,AIRCRAFT MECHANIC,PA-12755565-AR-25-192,Department of the Army,8852,Aircraft Mechanic,2025-07-09 12:55:09.830,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.946329
https://apply.usastaffing.gov/ViewQuestionnaire/12760125,840351900,Staff Psychologist,CBTE-12760125-25-MT,Department of Veterans Affairs,0180,Psychology,2025-07-09 12:55:12.143,2025-08-29T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.946640
https://apply.usastaffing.gov/ViewQuestionnaire/12761368,840352000,IT SPECIALIST (NETWORK/INFOSEC),HQKF259067311368,Department of Defense,2210,Information Technology Management,2025-07-11 00:00:00.000,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.946866
https://apply.usastaffing.gov/ViewQuestionnaire/12756797,840352100,Health Technician,CBSZ-12756797-25-VW,Department of Veterans Affairs,0640,Health Aid And Technician,2025-07-09 12:55:34.080,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.947110
https://apply.usastaffing.gov/ViewQuestionnaire/12755579,840352300,AIRCRAFT  MECHANIC,PA-12755579-AR-25-199,Department of the Army,8852,Aircraft Mechanic,2025-07-09 12:56:20.687,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.947575
https://apply.usastaffing.gov/ViewQuestionnaire/12761379,840352400,Nursing Assistant - Short Stay,CBSZ-12761379-25-MCJ,Department of Veterans Affairs,0621,Nursing Assistant,2025-07-09 12:57:14.953,2025-07-17T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.947839
https://apply.usastaffing.gov/ViewQuestionnaire/12757525,840352500,SMALL BUSINESS SPECIALIST,ST-12757525-25-ALK,Department of the Navy,1101,General Business And Industry,2025-07-10 00:00:00.000,2025-07-17T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.948076
https://apply.usastaffing.gov/ViewQuestionnaire/12761367,840352600,SAFETY AND OCCUPATIONAL HEALTH MANAGER,KS-12761367-AF-25-144,Department of the Air Force,0018,Safety and Occupational Health Management,2025-07-09 12:56:41.843,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.948228
https://apply.usastaffing.gov/ViewQuestionnaire/12755576,840352800,AIRCRAFT MECHANIC,PA-12755576-AR-25-198,Department of the Army,8852,Aircraft Mechanic,2025-07-09 12:57:08.140,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.948605
https://apply.usastaffing.gov/ViewQuestionnaire/12757915,840353000,Licensed Professional Mental Health Counselor,CBSV-12757915-25-LJ,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-07-09 13:00:01.477,2025-07-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.948875
https://apply.usastaffing.gov/ViewQuestionnaire/12757914,840353100,Licensed Professional Mental Health Counselor,CBSV-12757914-25-LJ,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-07-09 12:59:58.773,2025-07-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.949151
https://apply.usastaffing.gov/ViewQuestionnaire/12755574,840353200,AIRCRAFT MECHANIC,PA-12755574-AR-25-197,Department of the Army,8852,Aircraft Mechanic,2025-07-09 12:57:46.253,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.949343
https://apply.usastaffing.gov/ViewQuestionnaire/12742513,840353400,SHEET METAL MECHANIC (AIRCRAFT),PA-12742513-AF-25-147,Department of the Air Force,3806,Sheet Metal Mechanic,2025-07-09 12:58:38.467,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.949538
https://apply.usastaffing.gov/ViewQuestionnaire/12761244,840353500,Nuclear Medicine Technologist,CBSU-12761244-25-AS,Department of Veterans Affairs,0601,General Health Science,2025-07-09 12:58:44.020,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.949809
https://apply.usastaffing.gov/ViewQuestionnaire/12717233,840353800,AIR CARGO SPECIALIST,PA-12717233-AF-25-108,Department of the Air Force,5201,Miscellaneous Occupations,2025-07-09 12:59:45.003,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.950017
https://apply.usastaffing.gov/ViewQuestionnaire/12761245,840353900,Nuclear Medicine Technologist,CBSU-12761245-25-AS,Department of Veterans Affairs,0601,General Health Science,2025-07-09 13:00:16.280,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.950298
https://apply.usastaffing.gov/ViewQuestionnaire/12761381,840354000,Nurse (Nursing Officer of the Day),CBSV-12761381-25-RL,Department of Veterans Affairs,0610,Nurse,2025-07-09 13:00:16.457,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.950614
https://apply.usastaffing.gov/ViewQuestionnaire/12756118,840354100,Supervisory Laundry Operations Specialist,CBTA-12756118-25-AL,Department of Veterans Affairs,1658,Laundry Operations Services,2025-07-09 13:00:19.180,2025-07-24T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.950897
https://apply.usastaffing.gov/ViewQuestionnaire/12760282,840354200,Police Officer,CBSX-12760282-25-CR,Department of Veterans Affairs,0083,Police,2025-07-10 00:00:00.000,2025-07-25T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.951253
https://apply.usastaffing.gov/ViewQuestionnaire/12755539,840354400,AIRCRAFT MECHANIC,PA-12755539-AR-25-182,Department of the Army,8852,Aircraft Mechanic,2025-07-09 13:00:44.713,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.951489
https://apply.usastaffing.gov/ViewQuestionnaire/12758368,840354500,IT SPECIALIST (NETWORK),KS-12758368-AF-25-141,Department of the Air Force,2210,Information Technology Management,2025-07-09 13:01:02.363,2025-08-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.951697
https://apply.usastaffing.gov/ViewQuestionnaire/12745439,840354700,LOGISTICS MANAGEMENT SPECIALIST,PA-12745439-AF-25-160,Department of the Air Force,0346,Logistics Management,2025-07-09 13:01:34.727,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.951909
https://apply.usastaffing.gov/ViewQuestionnaire/12760130,840354800,Nursing Assistant,CBSV-12760130-25-LJ,Department of Veterans Affairs,0621,Nursing Assistant,2025-07-09 13:03:14.970,2025-07-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.952163
https://apply.usastaffing.gov/ViewQuestionnaire/12760131,840354900,Nursing Assistant,CBSV-12760131-25-LJ,Department of Veterans Affairs,0621,Nursing Assistant,2025-07-09 13:03:20.133,2025-07-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.952403
https://apply.usastaffing.gov/ViewQuestionnaire/12734595,840355100,AIRCRAFT MECHANIC SUPERVISOR,PA-12734595-AF-25-138,Department of the Air Force,8852,Aircraft Mechanic,2025-07-09 13:02:34.183,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.952866
https://apply.usastaffing.gov/ViewQuestionnaire/12761398,840355200,Histopathology Technician,HSJT258644971398DHA,Department of Defense,0646,Pathology Technician,2025-07-11 00:00:00.000,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.953055
https://apply.usastaffing.gov/ViewQuestionnaire/12745443,840355400,ADMINISTRATIVE OFFICER,PA-12745443-AF-25-162,Department of the Air Force,0341,Administrative Officer,2025-07-09 13:04:04.837,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.953251
https://apply.usastaffing.gov/ViewQuestionnaire/12745428,840355500,INDUSTRIAL HYGIENIST,PA-12745428-AF-25-156,Department of the Air Force,0690,Industrial Hygiene,2025-07-09 13:05:00.120,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.953481
https://apply.usastaffing.gov/ViewQuestionnaire/12758870,840355600,IT SPECIALIST (PLCYPLN),ST-12758870-25-KGC,Department of the Navy,2210,Information Technology Management,2025-07-10 00:00:00.000,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.953714
https://apply.usastaffing.gov/ViewQuestionnaire/12747455,840355700,AIRCRAFT MECHANIC,PA-12747455-AR-25-164,Department of the Army,8852,Aircraft Mechanic,2025-07-09 13:05:38.660,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.953898
https://apply.usastaffing.gov/ViewQuestionnaire/12747457,840355900,AIRCRAFT MECHANIC,PA-12747457-AR-25-165,Department of the Army,8852,Aircraft Mechanic,2025-07-09 13:06:19.620,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.954089
https://apply.usastaffing.gov/ViewQuestionnaire/12741198,840356000,Clinical Psychologist (PCMHI),CBTA-12741198-25-ALD,Department of Veterans Affairs,0180,Psychology,2025-07-09 13:06:20.353,2025-07-24T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.954422
https://apply.usastaffing.gov/ViewQuestionnaire/12757206,840356100,Licensed Practical Nurse-Specialty Care,CBSY-12757206-25-SH,Department of Veterans Affairs,0620,Practical Nurse,2025-07-09 13:06:20.460,2025-07-17T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.954740
https://apply.usastaffing.gov/ViewQuestionnaire/12759890,840356200,Health Technician (Phlebotomy),CBTA-12759890-25-KT,Department of Veterans Affairs,0640,Health Aid And Technician,2025-07-09 13:06:28.750,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.955034
https://apply.usastaffing.gov/ViewQuestionnaire/12747458,840356300,SURFACE MAINTENANCE MECHANIC LEADER,PA-12747458-AR-25-166,Department of the Army,5801,Miscellaneous Transportation/Mobile Equipment Maintenance,2025-07-09 13:06:53.063,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.955224
https://apply.usastaffing.gov/ViewQuestionnaire/12747459,840356400,AIRCRAFT MECHANIC,PA-12747459-AR-25-167,Department of the Army,8852,Aircraft Mechanic,2025-07-09 13:07:30.900,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.955415
https://apply.usastaffing.gov/ViewQuestionnaire/12747461,840356500,AIRCRAFT MECHANIC,PA-12747461-AR-25-169,Department of the Army,8852,Aircraft Mechanic,2025-07-09 13:08:25.950,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.955604
https://apply.usastaffing.gov/ViewQuestionnaire/12759142,840356700,Inpatient Rehabilitation Registered Nurse,CBSV-12759142-25-SJM,Department of Veterans Affairs,0610,Nurse,2025-07-09 13:09:00.047,2025-07-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.955866
https://apply.usastaffing.gov/ViewQuestionnaire/12747462,840356900,PRODUCTION CONTROLLER,PA-12747462-AR-25-170,Department of the Army,1152,Production Control,2025-07-09 13:09:21.350,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.956233
https://apply.usastaffing.gov/ViewQuestionnaire/12747463,840357000,SUPERVISORY DISTRIBUTION FACILITIES SPECIALIST,PA-12747463-AR-25-171,Department of the Army,2030,Distribution Facilities and Storage Management,2025-07-09 13:09:53.793,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.956417
https://apply.usastaffing.gov/ViewQuestionnaire/12747466,840357300,AIRCRAFT MECHANIC,PA-12747466-AR-25-173,Department of the Army,8852,Aircraft Mechanic,2025-07-09 13:10:26.880,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.956605
https://apply.usastaffing.gov/ViewQuestionnaire/12747470,840357600,AIRCRAFT MECHANIC,PA-12747470-AR-25-174,Department of the Army,8852,Aircraft Mechanic,2025-07-09 13:11:00.797,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.956790
https://apply.usastaffing.gov/ViewQuestionnaire/12747472,840357800,HUMAN RESOURCES SPECIALIST (MILITARY),PA-12747472-AR-25-175,Department of the Army,0201,Human Resources Management,2025-07-09 13:11:35.973,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.956988
https://apply.usastaffing.gov/ViewQuestionnaire/12747474,840357900,SURFACE MAINTENANCE REPAIRER,PA-12747474-AR-25-176,Department of the Army,5801,Miscellaneous Transportation/Mobile Equipment Maintenance,2025-07-09 13:12:11.740,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.957172
https://jobs.monstergovt.com/dos/ros/rosDashboard.hms?O=6&J=118164&S=1,840358000,Human Resource Specialist (Employee Relations),OIG-2025-0054,Department of State,0201,Human Resources Management,2025-07-09 13:12:35.200,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.957375
https://apply.usastaffing.gov/ViewQuestionnaire/12755542,840358100,ELECTRONICS MECHANIC,PA-12755542-AR-25-184,Department of the Army,2604,Electronics Mechanic,2025-07-09 13:12:45.757,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.957564
https://apply.usastaffing.gov/ViewQuestionnaire/12755544,840358300,AIRCRAFT MECHANIC,PA-12755544-AR-25-185,Department of the Army,8852,Aircraft Mechanic,2025-07-09 13:13:24.970,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.957751
https://apply.usastaffing.gov/ViewQuestionnaire/12755551,840358500,DEFENSE TRAVEL ADMINISTRATOR,PA-12755551-AR-25-186,Department of the Army,0503,Financial Clerical And Assistance,2025-07-09 13:13:59.570,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.957946
https://apply.usastaffing.gov/ViewQuestionnaire/12761210,840358700,Wildland Firefighter (Fire Management Planning/Training),FADHA-25-12761210-AE,Department of the Interior,0456,Wildland Fire Management,2025-07-09 13:14:21.593,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.958213
https://apply.usastaffing.gov/ViewQuestionnaire/12755554,840358900,AIRCRAFT MECHANIC,PA-12755554-AR-25-187,Department of the Army,8852,Aircraft Mechanic,2025-07-09 13:14:33.530,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.958401
https://apply.usastaffing.gov/ViewQuestionnaire/12755560,840359000,AIRCRAFT MECHANIC,PA-12755560-AR-25-189,Department of the Army,8852,Aircraft Mechanic,2025-07-09 13:15:08.607,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.958579
https://apply.usastaffing.gov/ViewQuestionnaire/12757719,840359100,Supervisory Emergency Management Specialist (Mitigation),IF-12757719-CORE,Department of Homeland Security,0089,Emergency Management Specialist,2025-07-09 13:15:16.537,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.958897
https://apply.usastaffing.gov/ViewQuestionnaire/12758409,840359200,Transportation Assistant,CBTC-12758409-25-JS,Department of Veterans Affairs,2102,Transportation Clerk And Assistant,2025-07-10 00:00:00.000,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.959161
https://apply.usastaffing.gov/ViewQuestionnaire/12755562,840359300,SUPPLY TECHNICIAN,PA-12755562-AR-25-190,Department of the Army,2005,Supply Clerical And Technician,2025-07-09 13:16:10.130,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.959342
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177483,840359700,Pharmacist (Staff Pharmacist),HAZ-2025-0051,Department of Justice,0660,Pharmacist,2025-07-09 13:17:18.960,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.959802
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177483&S=1,840359700,Pharmacist (Staff Pharmacist),HAZ-2025-0051,Department of Justice,0660,Pharmacist,2025-07-09 13:17:18.960,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.959814
https://apply.usastaffing.gov/ViewQuestionnaire/12759917,840359800,Staff Psychologist (Gerohealth),CBSS-12759917-25-JAS,Department of Veterans Affairs,0180,Psychology,2025-07-09 13:17:57.537,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.960135
https://apply.usastaffing.gov/ViewQuestionnaire/12761319,840360300,Physical Therapist,CBSR-12761319-25-NL,Department of Veterans Affairs,0633,Physical Therapist,2025-07-09 13:19:44.897,2025-07-17T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.960441
https://apply.usastaffing.gov/ViewQuestionnaire/12759794,840360500,Transportation Assistant,CAZM-12600006-25-RBW,Department of Veterans Affairs,2102,Transportation Clerk And Assistant,2025-07-09 13:21:21.017,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.960913
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177485,840360600,Time and Leave Clerk,BMA-2025-0067,Department of Justice,0544,Civilian Pay,2025-07-09 13:21:50.267,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.961144
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177485&S=1,840360600,Time and Leave Clerk,BMA-2025-0067,Department of Justice,0544,Civilian Pay,2025-07-09 13:21:50.267,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.961156
https://apply.usastaffing.gov/ViewQuestionnaire/12761362,840361000,Food Service Worker,CBSZ-12761362-25-RLW,Department of Veterans Affairs,7408,Food Service Working,2025-07-11 00:00:00.000,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.961376
https://apply.usastaffing.gov/ViewQuestionnaire/12759926,840361200,Staff Psychologist (Neuropsychology),CBSS-12759926-25-JAS,Department of Veterans Affairs,0180,Psychology,2025-07-09 13:25:09.997,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.961690
https://apply.usastaffing.gov/ViewQuestionnaire/12760066,840361600,Pharmacy Technician (Community Care),CBTA-12760066-25-KEJ,Department of Veterans Affairs,0661,Pharmacy Technician,2025-07-09 14:27:31.557,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.961892
https://apply.usastaffing.gov/ViewQuestionnaire/12758536,840361900,Industrial Hygienist,CBSU-12758536-25-ESN,Department of Veterans Affairs,0690,Industrial Hygiene,2025-07-09 13:28:49.553,2025-07-17T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.962160
https://apply.usastaffing.gov/ViewQuestionnaire/12759333,840362000,Supervisory Consumer Safety Officer/Supervisory Veterinary Medical Officer (Frontline Supervisor),FSIS-25-MMP-12759333-JG,Department of Agriculture,0696,Consumer Safety,2025-07-10 06:41:44.977,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.962545
https://apply.usastaffing.gov/ViewQuestionnaire/12761395,840362300,MEDICAL ADMINISTRATIVE SPECIALIST,9P-ARTE-12761395-865634-JHM,Department of the Air Force,0301,Miscellaneous Administration And Program,2025-07-10 00:00:00.000,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.962915
https://apply.usastaffing.gov/ViewQuestionnaire/12761310,840362600,Electronic Duplicating System Technician,DLADocSvcs-25-12761310-MP,Department of Defense,0303,Miscellaneous Clerk And Assistant,2025-07-09 13:32:36.477,2025-07-20T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.963211
https://apply.usastaffing.gov/ViewQuestionnaire/12761218,840363100,Supervisory Dental Assistant,CBSR-12761218-25-MAA,Department of Veterans Affairs,0681,Dental Assistant,2025-07-10 00:00:00.000,2025-07-17T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.963528
