control_number,announcement_number,hiring_agency_code,hiring_agency_name,hiring_department_code,hiring_department_name,hiring_subelement_name,agency_level,agency_level_sort,position_title,minimum_grade,maximum_grade,promotion_potential,appointment_type,work_schedule,service_type,pay_scale,salary_type,minimum_salary,maximum_salary,supervisory_status,travel_requirement,telework_eligible,security_clearance_required,security_clearance,drug_test_required,relocation_expenses_reimbursed,who_may_apply,hiring_paths,total_openings,disable_apply_online,position_open_date,position_close_date,position_expire_date,position_opening_status,announcement_closing_type_code,announcement_closing_type_description,vendor,job_series,locations,raw_data,inserted_at
563553900,SCBK202743145455,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Apache Attack Helicopter, Development and Modernization Product Office, Weapons and Test Branch",2,Department of the Army\U.S. Army Acquisition Support Center,Assistant Product Manager,4,4,4,Permanent,Full-time,Competitive,NH,Per Year,111433.000,170403.000,N,25% or less,N,Y,Secret,N,N,,"Land and base management, Career transition (CTAP, ICTAP, RPL), Veterans, Military spouses, Federal employees - Competitive service",1,N,2020-03-23,2020-04-05,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Redstone Arsenal, Alabama, United States","{""controlNumber"": 563553900, ""announcementNumber"": ""SCBK202743145455"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Apache Attack Helicopter, Development and Modernization Product Office, Weapons and Test Branch"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Assistant Product Manager"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""4"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 111433.0, ""maximumSalary"": 170403.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""25% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2020-03-23"", ""positionCloseDate"": ""2020-04-05"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Land and base management, Career transition (CTAP, ICTAP, RPL), Veterans, Military spouses, Federal employees - Competitive service"", ""jobSeries"": ""0340"", ""locations"": ""Redstone Arsenal, Alabama, United States""}",2025-06-08 07:26:25.124
561960700,CMS-OEDA-20-10743166-DE,HE70,Centers for Medicare & Medicaid Services,HE,Department of Health and Human Services,Multiple Components across CMS,2,Department of Health and Human Services\Centers for Medicare & Medicaid Services,Product Manager,13,13,13,Permanent,Full-time,Competitive,GS,Per Year,102663.000,133465.000,N,Not required,N,N,Not Required,N,N,,"The public, Career transition (CTAP, ICTAP, RPL)",Many,N,2020-03-23,2020-03-27,,Candidate selected,03,Applicant Cut-Off,USASTAFFING,0301,"Woodlawn, Maryland, United States","{""controlNumber"": 561960700, ""announcementNumber"": ""CMS-OEDA-20-10743166-DE"", ""hiringAgencyCode"": ""HE70"", ""hiringAgencyName"": ""Centers for Medicare & Medicaid Services"", ""hiringDepartmentCode"": ""HE"", ""hiringDepartmentName"": ""Department of Health and Human Services"", ""hiringSubelementName"": ""Multiple Components across CMS"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Health and Human Services\\Centers for Medicare & Medicaid Services"", ""positionTitle"": ""Product Manager"", ""minimumGrade"": ""13"", ""maximumGrade"": ""13"", ""promotionPotential"": ""13"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 102663.0, ""maximumSalary"": 133465.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Not required"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""Many"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2020-03-23"", ""positionCloseDate"": ""2020-03-27"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0301"", ""locations"": ""Woodlawn, Maryland, United States""}",2025-06-08 07:26:21.814
563439300,MCC-10756958-20-15-DAF-MP,MI00,Millennium Challenge Corporation,MI,Other Agencies and Independent Organizations,,1,Millennium Challenge Corporation,"Information Technology Specialist (Product Management), MC-2210-3b",14,14,14,Permanent,Full-time,Competitive,MC,Per Year,99000.000,158000.000,N,Occasional travel,N,Y,Secret,N,N,,"Career transition (CTAP, ICTAP, RPL)",1,N,2020-03-20,2020-03-27,,Applications under review,01,Closing Date,USASTAFFING,2210,"Washington, District of Columbia, United States","{""controlNumber"": 563439300, ""announcementNumber"": ""MCC-10756958-20-15-DAF-MP"", ""hiringAgencyCode"": ""MI00"", ""hiringAgencyName"": ""Millennium Challenge Corporation"", ""hiringDepartmentCode"": ""MI"", ""hiringDepartmentName"": ""Other Agencies and Independent Organizations"", ""hiringSubelementName"": null, ""agencyLevel"": 1, ""agencyLevelSort"": ""Millennium Challenge Corporation"", ""positionTitle"": ""Information Technology Specialist (Product Management), MC-2210-3b"", ""minimumGrade"": ""14"", ""maximumGrade"": ""14"", ""promotionPotential"": ""14"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""MC"", ""salaryType"": ""Per Year"", ""minimumSalary"": 99000.0, ""maximumSalary"": 158000.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2020-03-20"", ""positionCloseDate"": ""2020-03-27"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""2210"", ""locations"": ""Washington, District of Columbia, United States""}",2025-06-08 07:26:19.692
563431400,MCC-10756847-20-15-DAF-MP,MI00,Millennium Challenge Corporation,MI,Other Agencies and Independent Organizations,,1,Millennium Challenge Corporation,"Information Technology Specialist (Product Management), MC-2210-3b",14,14,14,Permanent,Full-time,Competitive,MC,Per Year,97000.000,153314.000,N,Occasional travel,N,Y,Secret,N,N,,"Federal employees - Competitive service, Special authorities",1,N,2020-03-20,2020-03-27,2020-03-20,Job closed,01,Closing Date,USASTAFFING,2210,"Washington, District of Columbia, United States","{""controlNumber"": 563431400, ""announcementNumber"": ""MCC-10756847-20-15-DAF-MP"", ""hiringAgencyCode"": ""MI00"", ""hiringAgencyName"": ""Millennium Challenge Corporation"", ""hiringDepartmentCode"": ""MI"", ""hiringDepartmentName"": ""Other Agencies and Independent Organizations"", ""hiringSubelementName"": null, ""agencyLevel"": 1, ""agencyLevelSort"": ""Millennium Challenge Corporation"", ""positionTitle"": ""Information Technology Specialist (Product Management), MC-2210-3b"", ""minimumGrade"": ""14"", ""maximumGrade"": ""14"", ""promotionPotential"": ""14"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""MC"", ""salaryType"": ""Per Year"", ""minimumSalary"": 97000.0, ""maximumSalary"": 153314.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2020-03-20"", ""positionCloseDate"": ""2020-03-27"", ""positionExpireDate"": ""2020-03-20"", ""positionOpeningStatus"": ""Job closed"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Federal employees - Competitive service, Special authorities"", ""jobSeries"": ""2210"", ""locations"": ""Washington, District of Columbia, United States""}",2025-06-08 07:26:19.515
562741000,NEAD203478112218,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,Program Executive Office Command Control Communications-Tactical (PEO C3T),2,Department of the Army\U.S. Army Acquisition Support Center,Assistant Product Manager,3,3,None,Permanent,Full-time,Competitive,NH,Per Year,86335.000,133465.000,N,25% or less,N,Y,Secret,N,N,,"Military spouses, Federal employees - Competitive service, Veterans, Land and base management, Career transition (CTAP, ICTAP, RPL)",4,N,2020-03-13,2020-03-17,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Aberdeen Proving Ground, Maryland, United States","{""controlNumber"": 562741000, ""announcementNumber"": ""NEAD203478112218"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Program Executive Office Command Control Communications-Tactical (PEO C3T)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Assistant Product Manager"", ""minimumGrade"": ""3"", ""maximumGrade"": ""3"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 86335.0, ""maximumSalary"": 133465.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""25% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""4"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2020-03-13"", ""positionCloseDate"": ""2020-03-17"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Military spouses, Federal employees - Competitive service, Veterans, Land and base management, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0340"", ""locations"": ""Aberdeen Proving Ground, Maryland, United States""}",2025-06-08 07:23:53.804
562501400,20FASB025KBMP,GS30,Federal Acquisition Service,GS,General Services Administration,,2,General Services Administration\Federal Acquisition Service,Product Manager,14,14,14,Permanent,Full-time,Competitive,GS,Per Year,121316.000,157709.000,N,Occasional travel,N,N,Not Required,N,N,,"Internal to an agency, Career transition (CTAP, ICTAP, RPL)",FEW,N,2020-03-12,2020-03-23,,Applications under review,01,Closing Date,Monster - Hiring Management,0301,"Washington, District of Columbia, United States","{""controlNumber"": 562501400, ""announcementNumber"": ""20FASB025KBMP"", ""hiringAgencyCode"": ""GS30"", ""hiringAgencyName"": ""Federal Acquisition Service"", ""hiringDepartmentCode"": ""GS"", ""hiringDepartmentName"": ""General Services Administration"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""General Services Administration\\Federal Acquisition Service"", ""positionTitle"": ""Product Manager"", ""minimumGrade"": ""14"", ""maximumGrade"": ""14"", ""promotionPotential"": ""14"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 121316.0, ""maximumSalary"": 157709.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""FEW"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2020-03-12"", ""positionCloseDate"": ""2020-03-23"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""Monster - Hiring Management"", ""hiringPaths"": ""Internal to an agency, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0301"", ""locations"": ""Washington, District of Columbia, United States""}",2025-06-08 07:23:48.868
562401300,NEAD203421396990EA,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"PEO EIS, Defensive Cyber Operations (DCO)",2,Department of the Army\U.S. Army Acquisition Support Center,Deputy Product Lead (Acquisition),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,121316.000,170800.000,Y,50% or less,N,Y,Secret,N,N,,"Military spouses, Career transition (CTAP, ICTAP, RPL)",1,N,2020-03-11,2020-03-11,,Applications under review,01,Closing Date,USASTAFFING,0340,"Fort Belvoir, Virginia, United States","{""controlNumber"": 562401300, ""announcementNumber"": ""NEAD203421396990EA"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""PEO EIS, Defensive Cyber Operations (DCO)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Deputy Product Lead (Acquisition)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 121316.0, ""maximumSalary"": 170800.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2020-03-11"", ""positionCloseDate"": ""2020-03-11"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Military spouses, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0340"", ""locations"": ""Fort Belvoir, Virginia, United States""}",2025-06-08 07:23:44.998
561860400,20FASB025KBMP,GS30,Federal Acquisition Service,GS,General Services Administration,,2,General Services Administration\Federal Acquisition Service,Product Manager,14,14,14,Permanent,Full-time,Competitive,GS,Per Year,121316.000,157709.000,N,Occasional travel,N,N,Not Required,N,N,,"Internal to an agency, Career transition (CTAP, ICTAP, RPL)",FEW,N,2020-03-11,2020-03-23,2020-03-10,Job closed,01,Closing Date,Monster - Hiring Management,0301,"Washington, District of Columbia, United States","{""controlNumber"": 561860400, ""announcementNumber"": ""20FASB025KBMP"", ""hiringAgencyCode"": ""GS30"", ""hiringAgencyName"": ""Federal Acquisition Service"", ""hiringDepartmentCode"": ""GS"", ""hiringDepartmentName"": ""General Services Administration"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""General Services Administration\\Federal Acquisition Service"", ""positionTitle"": ""Product Manager"", ""minimumGrade"": ""14"", ""maximumGrade"": ""14"", ""promotionPotential"": ""14"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 121316.0, ""maximumSalary"": 157709.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""FEW"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2020-03-11"", ""positionCloseDate"": ""2020-03-23"", ""positionExpireDate"": ""2020-03-10"", ""positionOpeningStatus"": ""Job closed"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""Monster - Hiring Management"", ""hiringPaths"": ""Internal to an agency, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0301"", ""locations"": ""Washington, District of Columbia, United States""}",2025-06-08 07:23:43.954
561317700,SCBK202743141043,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Apache Attack Helicopter, Development and Modernization Product Office, Weapons and Test Branch",2,Department of the Army\U.S. Army Acquisition Support Center,Assistant Product Manager,4,4,4,Permanent,Full-time,Competitive,NH,Per Year,111433.000,170403.000,Y,25% or less,N,Y,Secret,N,N,,"Land and base management, Career transition (CTAP, ICTAP, RPL), Veterans, Federal employees - Competitive service, Military spouses",1,N,2020-02-28,2020-03-13,,Applications under review,01,Closing Date,USASTAFFING,0340,"Redstone Arsenal, Alabama, United States","{""controlNumber"": 561317700, ""announcementNumber"": ""SCBK202743141043"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Apache Attack Helicopter, Development and Modernization Product Office, Weapons and Test Branch"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Assistant Product Manager"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""4"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 111433.0, ""maximumSalary"": 170403.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""25% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2020-02-28"", ""positionCloseDate"": ""2020-03-13"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Land and base management, Career transition (CTAP, ICTAP, RPL), Veterans, Federal employees - Competitive service, Military spouses"", ""jobSeries"": ""0340"", ""locations"": ""Redstone Arsenal, Alabama, United States""}",2025-06-08 07:18:33.666
561288400,20-CRT-DMT-009,DJ01,"Offices, Boards and Divisions",DJ,Department of Justice,"Office of the Assistant Attorney General (OAAG), Civil Rights Division (CRT)",2,"Department of Justice\Offices, Boards and Divisions",Program Manager (Product Manager),15,15,None,Permanent,Full-time,Competitive,GS,Per Year,142701.000,170800.000,N,Occasional travel,N,N,Not Required,N,N,,"Career transition (CTAP, ICTAP, RPL), Land and base management, Peace Corps & AmeriCorps Vista, Veterans, Individuals with disabilities, Military spouses, Federal employees - Competitive service",,N,2020-02-28,2020-03-13,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Washington, District of Columbia, United States","{""controlNumber"": 561288400, ""announcementNumber"": ""20-CRT-DMT-009"", ""hiringAgencyCode"": ""DJ01"", ""hiringAgencyName"": ""Offices, Boards and Divisions"", ""hiringDepartmentCode"": ""DJ"", ""hiringDepartmentName"": ""Department of Justice"", ""hiringSubelementName"": ""Office of the Assistant Attorney General (OAAG), Civil Rights Division (CRT)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Justice\\Offices, Boards and Divisions"", ""positionTitle"": ""Program Manager (Product Manager)"", ""minimumGrade"": ""15"", ""maximumGrade"": ""15"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 142701.0, ""maximumSalary"": 170800.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": null, ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2020-02-28"", ""positionCloseDate"": ""2020-03-13"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), Land and base management, Peace Corps & AmeriCorps Vista, Veterans, Individuals with disabilities, Military spouses, Federal employees - Competitive service"", ""jobSeries"": ""0340"", ""locations"": ""Washington, District of Columbia, United States""}",2025-06-08 07:18:33.202
561287800,20-CRT-DMT-009,DJ01,"Offices, Boards and Divisions",DJ,Department of Justice,"Office of the Assistant Attorney General (OAAG), Civil Rights Division (CRT)",2,"Department of Justice\Offices, Boards and Divisions",Program Manager (Product Manager),15,15,None,Permanent,Full-time,Competitive,GS,Per Year,142701.000,170800.000,N,Occasional travel,N,N,Not Required,N,N,,The public,,N,2020-02-28,2020-03-13,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Washington, District of Columbia, United States","{""controlNumber"": 561287800, ""announcementNumber"": ""20-CRT-DMT-009"", ""hiringAgencyCode"": ""DJ01"", ""hiringAgencyName"": ""Offices, Boards and Divisions"", ""hiringDepartmentCode"": ""DJ"", ""hiringDepartmentName"": ""Department of Justice"", ""hiringSubelementName"": ""Office of the Assistant Attorney General (OAAG), Civil Rights Division (CRT)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Justice\\Offices, Boards and Divisions"", ""positionTitle"": ""Program Manager (Product Manager)"", ""minimumGrade"": ""15"", ""maximumGrade"": ""15"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 142701.0, ""maximumSalary"": 170800.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": null, ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2020-02-28"", ""positionCloseDate"": ""2020-03-13"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""0340"", ""locations"": ""Washington, District of Columbia, United States""}",2025-06-08 07:18:33.194
560567400,NEAD203110708285,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Product Manager, Tactical Exploitation of National Capabilities (PdM TENCAP)",2,Department of the Army\U.S. Army Acquisition Support Center,Deputy Product Lead (Acquisition),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,121316.000,170800.000,Y,25% or less,N,Y,Top Secret,N,Y,,"Career transition (CTAP, ICTAP, RPL), Veterans, Federal employees - Competitive service, Military spouses",1,N,2020-02-25,2020-03-06,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Alexandria, Virginia, United States","{""controlNumber"": 560567400, ""announcementNumber"": ""NEAD203110708285"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Product Manager, Tactical Exploitation of National Capabilities (PdM TENCAP)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Deputy Product Lead (Acquisition)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 121316.0, ""maximumSalary"": 170800.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""25% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Top Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""Y"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2020-02-25"", ""positionCloseDate"": ""2020-03-06"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), Veterans, Federal employees - Competitive service, Military spouses"", ""jobSeries"": ""0340"", ""locations"": ""Alexandria, Virginia, United States""}",2025-06-08 07:15:51.613
