control_number,announcement_number,hiring_agency_code,hiring_agency_name,hiring_department_code,hiring_department_name,hiring_subelement_name,agency_level,agency_level_sort,position_title,minimum_grade,maximum_grade,promotion_potential,appointment_type,work_schedule,service_type,pay_scale,salary_type,minimum_salary,maximum_salary,supervisory_status,travel_requirement,telework_eligible,security_clearance_required,security_clearance,drug_test_required,relocation_expenses_reimbursed,who_may_apply,hiring_paths,total_openings,disable_apply_online,position_open_date,position_close_date,position_expire_date,position_opening_status,announcement_closing_type_code,announcement_closing_type_description,vendor,job_series,locations,raw_data,inserted_at
792526700,24-DO-585,TR91,"Treasury, Departmental Offices",TR,Department of the Treasury,,2,"Department of the Treasury\Treasury, Departmental Offices",Senior Product Manager,60,60,None,Permanent,Full-time,Competitive,OR,Per Year,154057.000,243172.000,N,Occasional travel,N,N,Not Required,N,N,,"Land and base management, Career transition (CTAP, ICTAP, RPL), Special authorities, Family of overseas employees, Individuals with disabilities, Veterans, Peace Corps & AmeriCorps Vista, Federal employees - Competitive service, Military spouses",1,N,2024-05-22,2024-06-05,2024-05-24,Applications under review,03,Applicant Cut-Off,USASTAFFING,0301,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 792526700, ""announcementNumber"": ""24-DO-585"", ""hiringAgencyCode"": ""TR91"", ""hiringAgencyName"": ""Treasury, Departmental Offices"", ""hiringDepartmentCode"": ""TR"", ""hiringDepartmentName"": ""Department of the Treasury"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Treasury\\Treasury, Departmental Offices"", ""positionTitle"": ""Senior Product Manager"", ""minimumGrade"": ""60"", ""maximumGrade"": ""60"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""OR"", ""salaryType"": ""Per Year"", ""minimumSalary"": 154057.0, ""maximumSalary"": 243172.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-05-22"", ""positionCloseDate"": ""2024-06-05"", ""positionExpireDate"": ""2024-05-24"", ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Land and base management, Career transition (CTAP, ICTAP, RPL), Special authorities, Family of overseas employees, Individuals with disabilities, Veterans, Peace Corps & AmeriCorps Vista, Federal employees - Competitive service, Military spouses"", ""jobSeries"": ""0301"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 21:20:13.013
792556800,24-DO-586-P,TR91,"Treasury, Departmental Offices",TR,Department of the Treasury,,2,"Department of the Treasury\Treasury, Departmental Offices",Senior Product Manager,60,60,None,Permanent,Full-time,Competitive,OR,Per Year,154057.000,243172.000,N,Occasional travel,N,N,Not Required,N,N,,"Career transition (CTAP, ICTAP, RPL), The public",1,N,2024-05-22,2024-06-05,2024-05-24,Applications under review,03,Applicant Cut-Off,USASTAFFING,0301,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 792556800, ""announcementNumber"": ""24-DO-586-P"", ""hiringAgencyCode"": ""TR91"", ""hiringAgencyName"": ""Treasury, Departmental Offices"", ""hiringDepartmentCode"": ""TR"", ""hiringDepartmentName"": ""Department of the Treasury"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Treasury\\Treasury, Departmental Offices"", ""positionTitle"": ""Senior Product Manager"", ""minimumGrade"": ""60"", ""maximumGrade"": ""60"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""OR"", ""salaryType"": ""Per Year"", ""minimumSalary"": 154057.0, ""maximumSalary"": 243172.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-05-22"", ""positionCloseDate"": ""2024-06-05"", ""positionExpireDate"": ""2024-05-24"", ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), The public"", ""jobSeries"": ""0301"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 21:20:13.272
798232900,MCAD241762724447,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"PEO, C3T, PM Mission Command, PdM MCSC",2,Department of the Army\U.S. Army Acquisition Support Center,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,139395.000,191900.000,Y,Occasional travel,N,Y,Top Secret,N,N,,"Land and base management, Career transition (CTAP, ICTAP, RPL), Military spouses, Federal employees - Competitive service, Veterans",1,N,2024-07-02,2024-07-16,,Applications under review,01,Closing Date,USASTAFFING,0340,"Aberdeen Proving Ground, Maryland, United States","{""controlNumber"": 798232900, ""announcementNumber"": ""MCAD241762724447"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""PEO, C3T, PM Mission Command, PdM MCSC"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 139395.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Top Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-07-02"", ""positionCloseDate"": ""2024-07-16"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Land and base management, Career transition (CTAP, ICTAP, RPL), Military spouses, Federal employees - Competitive service, Veterans"", ""jobSeries"": ""0340"", ""locations"": ""Aberdeen Proving Ground, Maryland, United States""}",2025-06-07 21:54:16.079
799705200,SH-12471073,SZ00,Social Security Administration,SZ,Other Agencies and Independent Organizations,"OHO/Office of Electronic Services and Systems Integration, Office of the Associate Commissioner",1,Social Security Administration,Business Product Manager,13,13,None,Permanent,Full-time,Competitive,GS,Per Year,88520.000,115079.000,N,Not required,N,N,Not Required,N,N,,Internal to an agency,1,N,2024-07-15,2024-07-26,,Job canceled,01,Closing Date,USASTAFFING,0301,"Location Negotiable After Selection, United States | Woodlawn, Maryland, United States","{""controlNumber"": 799705200, ""announcementNumber"": ""SH-12471073"", ""hiringAgencyCode"": ""SZ00"", ""hiringAgencyName"": ""Social Security Administration"", ""hiringDepartmentCode"": ""SZ"", ""hiringDepartmentName"": ""Other Agencies and Independent Organizations"", ""hiringSubelementName"": ""OHO/Office of Electronic Services and Systems Integration, Office of the Associate Commissioner"", ""agencyLevel"": 1, ""agencyLevelSort"": ""Social Security Administration"", ""positionTitle"": ""Business Product Manager"", ""minimumGrade"": ""13"", ""maximumGrade"": ""13"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 88520.0, ""maximumSalary"": 115079.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Not required"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-07-15"", ""positionCloseDate"": ""2024-07-26"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Job canceled"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Internal to an agency"", ""jobSeries"": ""0301"", ""locations"": ""Location Negotiable After Selection, United States | Woodlawn, Maryland, United States""}",2025-06-07 21:58:21.354
800514400,SH-12475605,SZ00,Social Security Administration,SZ,Other Agencies and Independent Organizations,DCO / Office of Public Service and Operations Support (OPSOS) / DAPS,1,Social Security Administration,Business Product Manager,14,14,None,Temporary Promotion,Full-time,Competitive,GS,Per Year,139395.000,181216.000,N,Not required,N,N,Not Required,N,N,,Internal to an agency,1,N,2024-07-22,2024-07-26,,Applications under review,01,Closing Date,USASTAFFING,0301,"Woodlawn, Maryland, United States","{""controlNumber"": 800514400, ""announcementNumber"": ""SH-12475605"", ""hiringAgencyCode"": ""SZ00"", ""hiringAgencyName"": ""Social Security Administration"", ""hiringDepartmentCode"": ""SZ"", ""hiringDepartmentName"": ""Other Agencies and Independent Organizations"", ""hiringSubelementName"": ""DCO / Office of Public Service and Operations Support (OPSOS) / DAPS"", ""agencyLevel"": 1, ""agencyLevelSort"": ""Social Security Administration"", ""positionTitle"": ""Business Product Manager"", ""minimumGrade"": ""14"", ""maximumGrade"": ""14"", ""promotionPotential"": ""None"", ""appointmentType"": ""Temporary Promotion"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 139395.0, ""maximumSalary"": 181216.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Not required"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-07-22"", ""positionCloseDate"": ""2024-07-26"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Internal to an agency"", ""jobSeries"": ""0301"", ""locations"": ""Woodlawn, Maryland, United States""}",2025-06-07 22:00:43.448
802473100,MCAD242619842918,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Joint Program Executive Office, Armaments and Ammunition (JPEO-AA)",2,Department of the Army\U.S. Army Acquisition Support Center,Assistant Product Manager,4,4,None,Permanent,Full-time,Competitive,NH,Per Year,143559.000,191900.000,N,50% or less,N,Y,Secret,N,N,,"Career transition (CTAP, ICTAP, RPL), Land and base management, National Guard and reserves, Veterans, Federal employees - Competitive service, Military spouses",1,N,2024-07-31,2024-08-13,,Job canceled,01,Closing Date,USASTAFFING,0340,"Picatinny Arsenal, New Jersey, United States","{""controlNumber"": 802473100, ""announcementNumber"": ""MCAD242619842918"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Joint Program Executive Office, Armaments and Ammunition (JPEO-AA)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Assistant Product Manager"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 143559.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-07-31"", ""positionCloseDate"": ""2024-08-13"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Job canceled"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), Land and base management, National Guard and reserves, Veterans, Federal employees - Competitive service, Military spouses"", ""jobSeries"": ""0340"", ""locations"": ""Picatinny Arsenal, New Jersey, United States""}",2025-06-07 22:03:12.273
803270300,CMS-OHC-24-12498024-DE,HE70,Centers for Medicare & Medicaid Services,HE,Department of Health and Human Services,Digital Services at CMS (DSCMS),2,Department of Health and Human Services\Centers for Medicare & Medicaid Services,IT Product Manager,13,13,13,Permanent,Full-time,Competitive,GS,Per Year,88520.000,115079.000,N,Occasional travel,N,N,Not Required,N,N,,"The public, Career transition (CTAP, ICTAP, RPL)",10,N,2024-08-06,2024-08-12,2024-08-07,Job canceled,03,Applicant Cut-Off,USASTAFFING,2210,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 803270300, ""announcementNumber"": ""CMS-OHC-24-12498024-DE"", ""hiringAgencyCode"": ""HE70"", ""hiringAgencyName"": ""Centers for Medicare & Medicaid Services"", ""hiringDepartmentCode"": ""HE"", ""hiringDepartmentName"": ""Department of Health and Human Services"", ""hiringSubelementName"": ""Digital Services at CMS (DSCMS)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Health and Human Services\\Centers for Medicare & Medicaid Services"", ""positionTitle"": ""IT Product Manager"", ""minimumGrade"": ""13"", ""maximumGrade"": ""13"", ""promotionPotential"": ""13"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 88520.0, ""maximumSalary"": 115079.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""10"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-08-06"", ""positionCloseDate"": ""2024-08-12"", ""positionExpireDate"": ""2024-08-07"", ""positionOpeningStatus"": ""Job canceled"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""2210"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 22:05:43.51
806287200,CMS-OHC-24-12516731-DE,HE70,Centers for Medicare & Medicaid Services,HE,Department of Health and Human Services,,2,Department of Health and Human Services\Centers for Medicare & Medicaid Services,IT Product Manager,13,13,13,Permanent,Full-time,Competitive,GS,Per Year,88520.000,115079.000,N,Occasional travel,N,N,Not Required,N,N,,"Career transition (CTAP, ICTAP, RPL), The public",10,N,2024-08-23,2024-08-29,2024-08-24,Applications under review,03,Applicant Cut-Off,USASTAFFING,2210,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 806287200, ""announcementNumber"": ""CMS-OHC-24-12516731-DE"", ""hiringAgencyCode"": ""HE70"", ""hiringAgencyName"": ""Centers for Medicare & Medicaid Services"", ""hiringDepartmentCode"": ""HE"", ""hiringDepartmentName"": ""Department of Health and Human Services"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Health and Human Services\\Centers for Medicare & Medicaid Services"", ""positionTitle"": ""IT Product Manager"", ""minimumGrade"": ""13"", ""maximumGrade"": ""13"", ""promotionPotential"": ""13"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 88520.0, ""maximumSalary"": 115079.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""10"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-08-23"", ""positionCloseDate"": ""2024-08-29"", ""positionExpireDate"": ""2024-08-24"", ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), The public"", ""jobSeries"": ""2210"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 22:12:37.73
807188100,QM-2024-0121,GS30,Federal Acquisition Service,GS,General Services Administration,,2,General Services Administration\Federal Acquisition Service,Product Manager,14,14,14,Permanent,Full-time,Competitive,GS,Per Year,122198.000,191900.000,N,,N,Y,Other,N,N,,"Career transition (CTAP, ICTAP, RPL), Internal to an agency",Few,N,2024-08-29,2024-09-09,,Candidate selected,01,Closing Date,Monster - Hiring Management,0301,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 807188100, ""announcementNumber"": ""QM-2024-0121"", ""hiringAgencyCode"": ""GS30"", ""hiringAgencyName"": ""Federal Acquisition Service"", ""hiringDepartmentCode"": ""GS"", ""hiringDepartmentName"": ""General Services Administration"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""General Services Administration\\Federal Acquisition Service"", ""positionTitle"": ""Product Manager"", ""minimumGrade"": ""14"", ""maximumGrade"": ""14"", ""promotionPotential"": ""14"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 122198.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": null, ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Other"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""Few"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-08-29"", ""positionCloseDate"": ""2024-09-09"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""Monster - Hiring Management"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), Internal to an agency"", ""jobSeries"": ""0301"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 22:14:43.453
808515200,24-DO-903,TR91,"Treasury, Departmental Offices",TR,Department of the Treasury,"UNDER SECY DOMESTIC FINANCE, Office of Financial Research (OFR)",2,"Department of the Treasury\Treasury, Departmental Offices",Product Manager,51,53,53,Permanent,Full-time,Competitive,OR,Per Year,101297.000,133965.000,N,Occasional travel,N,N,Not Required,N,N,,"Special authorities, Land and base management, Career transition (CTAP, ICTAP, RPL), Veterans, Military spouses, Federal employees - Competitive service, Peace Corps & AmeriCorps Vista, Family of overseas employees, Individuals with disabilities",1,N,2024-09-09,2024-09-23,2024-09-12,Job canceled,03,Applicant Cut-Off,USASTAFFING,0301,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 808515200, ""announcementNumber"": ""24-DO-903"", ""hiringAgencyCode"": ""TR91"", ""hiringAgencyName"": ""Treasury, Departmental Offices"", ""hiringDepartmentCode"": ""TR"", ""hiringDepartmentName"": ""Department of the Treasury"", ""hiringSubelementName"": ""UNDER SECY DOMESTIC FINANCE, Office of Financial Research (OFR)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Treasury\\Treasury, Departmental Offices"", ""positionTitle"": ""Product Manager"", ""minimumGrade"": ""51"", ""maximumGrade"": ""53"", ""promotionPotential"": ""53"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""OR"", ""salaryType"": ""Per Year"", ""minimumSalary"": 101297.0, ""maximumSalary"": 133965.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-09-09"", ""positionCloseDate"": ""2024-09-23"", ""positionExpireDate"": ""2024-09-12"", ""positionOpeningStatus"": ""Job canceled"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Special authorities, Land and base management, Career transition (CTAP, ICTAP, RPL), Veterans, Military spouses, Federal employees - Competitive service, Peace Corps & AmeriCorps Vista, Family of overseas employees, Individuals with disabilities"", ""jobSeries"": ""0301"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 22:17:18.569
808517300,24-DO-904-P,TR91,"Treasury, Departmental Offices",TR,Department of the Treasury,"UNDER SECY DOMESTIC FINANCE, Office of Financial Research (OFR)",2,"Department of the Treasury\Treasury, Departmental Offices",Product Manager,51,53,53,Permanent,Full-time,Competitive,OR,Per Year,101297.000,133965.000,N,Occasional travel,N,N,Not Required,N,N,,The public,1,N,2024-09-09,2024-09-23,2024-09-10,Applications under review,03,Applicant Cut-Off,USASTAFFING,0301,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 808517300, ""announcementNumber"": ""24-DO-904-P"", ""hiringAgencyCode"": ""TR91"", ""hiringAgencyName"": ""Treasury, Departmental Offices"", ""hiringDepartmentCode"": ""TR"", ""hiringDepartmentName"": ""Department of the Treasury"", ""hiringSubelementName"": ""UNDER SECY DOMESTIC FINANCE, Office of Financial Research (OFR)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Treasury\\Treasury, Departmental Offices"", ""positionTitle"": ""Product Manager"", ""minimumGrade"": ""51"", ""maximumGrade"": ""53"", ""promotionPotential"": ""53"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""OR"", ""salaryType"": ""Per Year"", ""minimumSalary"": 101297.0, ""maximumSalary"": 133965.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-09-09"", ""positionCloseDate"": ""2024-09-23"", ""positionExpireDate"": ""2024-09-10"", ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""0301"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 22:17:18.58
808666800,MCC-12533850-109-AF-DE,MI00,Millennium Challenge Corporation,MI,Other Agencies and Independent Organizations,,1,Millennium Challenge Corporation,"Information Technology Specialist (Product Management), MC-2210-4A/3B",13,14,14,Permanent,Full-time,Competitive,MC,Per Year,139260.000,189410.000,N,Not required,N,Y,Secret,N,N,,The public,1,N,2024-09-09,2024-09-13,,Applications under review,01,Closing Date,USASTAFFING,2210,"Washington, District of Columbia, United States","{""controlNumber"": 808666800, ""announcementNumber"": ""MCC-12533850-109-AF-DE"", ""hiringAgencyCode"": ""MI00"", ""hiringAgencyName"": ""Millennium Challenge Corporation"", ""hiringDepartmentCode"": ""MI"", ""hiringDepartmentName"": ""Other Agencies and Independent Organizations"", ""hiringSubelementName"": null, ""agencyLevel"": 1, ""agencyLevelSort"": ""Millennium Challenge Corporation"", ""positionTitle"": ""Information Technology Specialist (Product Management), MC-2210-4A/3B"", ""minimumGrade"": ""13"", ""maximumGrade"": ""14"", ""promotionPotential"": ""14"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""MC"", ""salaryType"": ""Per Year"", ""minimumSalary"": 139260.0, ""maximumSalary"": 189410.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Not required"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-09-09"", ""positionCloseDate"": ""2024-09-13"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""2210"", ""locations"": ""Washington, District of Columbia, United States""}",2025-06-07 22:17:20.023
